"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	90	20215	445.2140	358.0054	547.2436	46.9297
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	16	20215	Unreliable	45.2409	128.5335	19.7873
	"Adams County, WI"	"55001"	"Mental and behavioural disorders"	"F01-F99"	10	20215	Unreliable	23.7220	90.9740	15.6432
	"Adams County, WI"	"55001"	"Diseases of the nervous system"	"G00-G98"	21	20215	103.8833	64.3058	158.7970	22.6692
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	102	20215	504.5758	406.6533	602.4983	49.9604
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	41	20215	202.8197	145.5475	275.1472	31.6751
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	17	20215	Unreliable	48.9893	134.6461	20.3963
	"Adams County, WI"	"55001"	"Diseases of the genitourinary system"	"N00-N98"	10	20215	Unreliable	23.7220	90.9740	15.6432
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	33	20215	163.2451	112.3698	229.2565	28.4173
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	37	16103	229.7709	161.7794	316.7092	37.7741
	"Ashland County, WI"	"55003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	16103	Unreliable	38.5054	130.1720	21.5122
	"Ashland County, WI"	"55003"	"Mental and behavioural disorders"	"F01-F99"	21	16103	130.4105	80.7267	199.3468	28.4579
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	13	16103	Unreliable	42.9857	138.0512	22.3906
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	54	16103	335.3412	251.9184	437.5465	45.6342
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	19	16103	Unreliable	71.0385	184.2562	27.0689
	"Ashland County, WI"	"55003"	"Diseases of the digestive system"	"K00-K92"	10	16103	Unreliable	29.7795	114.2048	19.6378
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	11	16103	Unreliable	34.1005	122.2262	20.5963
	"Barron County, WI"	"55005"	"Certain infectious and parasitic diseases"	"A00-B99"	14	45455	Unreliable	16.8385	51.6766	8.2316
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	111	45455	244.1976	198.7683	289.6268	23.1782
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	25	45455	54.9995	35.5929	81.1902	10.9999
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	39	45455	85.7991	61.0118	117.2900	13.7389
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	39	45455	85.7991	61.0118	117.2900	13.7389
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	149	45455	327.7967	275.1626	380.4309	26.8542
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	59	45455	129.7987	98.8093	167.4312	16.8984
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	19	45455	Unreliable	25.1663	65.2751	9.5895
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	12	45455	Unreliable	13.6410	46.1151	7.6209
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	29	45455	63.7994	42.7277	91.6267	11.8472
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	39	14985	260.2603	185.0711	355.7836	41.6750
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	51	14985	340.3403	253.4072	447.4863	47.6572
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	18	14985	Unreliable	71.1904	189.8414	28.3126
	"Bayfield County, WI"	"55007"	"External causes of morbidity and mortality"	"V01-Y89"	13	14985	Unreliable	46.1927	148.3510	24.0611
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	36	256670	14.0258	9.8235	19.4176	2.3376
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	421	256670	164.0238	148.3555	179.6921	7.9940
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	51	256670	19.8699	14.7945	26.1253	2.7823
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	124	256670	48.3111	39.8077	56.8144	4.3385
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	153	256670	59.6096	50.1641	69.0552	4.8192
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	564	256670	219.7374	201.6023	237.8725	9.2526
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	156	256670	60.7784	51.2407	70.3161	4.8662
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	66	256670	25.7140	19.8872	32.7146	3.1652
	"Brown County, WI"	"55009"	"Diseases of the genitourinary system"	"N00-N98"	51	256670	19.8699	14.7945	26.1253	2.7823
	"Brown County, WI"	"55009"	"External causes of morbidity and mortality"	"V01-Y89"	131	256670	51.0383	42.2982	59.7784	4.4592
	"Buffalo County, WI"	"55011"	"Neoplasms"	"C00-D48"	42	13188	318.4713	229.5255	430.4809	49.1412
	"Buffalo County, WI"	"55011"	"Mental and behavioural disorders"	"F01-F99"	12	13188	Unreliable	47.0164	158.9445	26.2671
	"Buffalo County, WI"	"55011"	"Diseases of the circulatory system"	"I00-I99"	63	13188	477.7070	367.0844	611.1927	60.1854
	"Buffalo County, WI"	"55011"	"Diseases of the respiratory system"	"J00-J98"	20	13188	151.6530	92.6342	234.2160	33.9106
	"Buffalo County, WI"	"55011"	"External causes of morbidity and mortality"	"V01-Y89"	10	13188	Unreliable	36.3618	139.4480	23.9784
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	64	15328	417.5365	321.5532	533.1858	52.1921
	"Burnett County, WI"	"55013"	"Mental and behavioural disorders"	"F01-F99"	10	15328	Unreliable	31.2852	119.9791	20.6307
	"Burnett County, WI"	"55013"	"Diseases of the circulatory system"	"I00-I99"	56	15328	365.3445	275.9776	474.4290	48.8212
	"Burnett County, WI"	"55013"	"Diseases of the respiratory system"	"J00-J98"	11	15328	Unreliable	35.8246	128.4061	21.6377
	"Burnett County, WI"	"55013"	"External causes of morbidity and mortality"	"V01-Y89"	20	15328	130.4802	79.7012	201.5162	29.1763
	"Calumet County, WI"	"55015"	"Certain infectious and parasitic diseases"	"A00-B99"	11	49491	Unreliable	11.0954	39.7690	6.7015
	"Calumet County, WI"	"55015"	"Neoplasms"	"C00-D48"	135	49491	272.7769	226.7622	318.7916	23.4769
	"Calumet County, WI"	"55015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	28	49491	56.5759	37.5941	81.7681	10.6918
	"Calumet County, WI"	"55015"	"Mental and behavioural disorders"	"F01-F99"	55	49491	111.1313	83.7197	144.6530	14.9849
	"Calumet County, WI"	"55015"	"Diseases of the nervous system"	"G00-G98"	37	49491	74.7611	52.6385	103.0484	12.2906
	"Calumet County, WI"	"55015"	"Diseases of the circulatory system"	"I00-I99"	169	49491	341.4762	289.9921	392.9603	26.2674
	"Calumet County, WI"	"55015"	"Diseases of the respiratory system"	"J00-J98"	58	49491	117.1930	88.9894	151.4989	15.3882
	"Calumet County, WI"	"55015"	"Diseases of the digestive system"	"K00-K92"	28	49491	56.5759	37.5941	81.7681	10.6918
	"Calumet County, WI"	"55015"	"Diseases of the genitourinary system"	"N00-N98"	20	49491	40.4114	24.6845	62.4122	9.0363
	"Calumet County, WI"	"55015"	"External causes of morbidity and mortality"	"V01-Y89"	38	49491	76.7816	54.3353	105.3889	12.4556
	"Chippewa County, WI"	"55017"	"Neoplasms"	"C00-D48"	143	63460	225.3388	188.4050	262.2726	18.8438
	"Chippewa County, WI"	"55017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15	63460	Unreliable	13.2294	38.9856	6.1030
	"Chippewa County, WI"	"55017"	"Mental and behavioural disorders"	"F01-F99"	62	63460	97.6993	74.9051	125.2457	12.4078
	"Chippewa County, WI"	"55017"	"Diseases of the nervous system"	"G00-G98"	32	63460	50.4255	34.4910	71.1856	8.9140
	"Chippewa County, WI"	"55017"	"Diseases of the circulatory system"	"I00-I99"	184	63460	289.9464	248.0512	331.8417	21.3751
	"Chippewa County, WI"	"55017"	"Diseases of the respiratory system"	"J00-J98"	60	63460	94.5477	72.1503	121.7019	12.2061
	"Chippewa County, WI"	"55017"	"Diseases of the digestive system"	"K00-K92"	15	63460	Unreliable	13.2294	38.9856	6.1030
	"Chippewa County, WI"	"55017"	"Diseases of the genitourinary system"	"N00-N98"	23	63460	36.2433	22.9750	54.3827	7.5573
	"Chippewa County, WI"	"55017"	"External causes of morbidity and mortality"	"V01-Y89"	34	63460	53.5771	37.1037	74.8686	9.1884
	"Clark County, WI"	"55019"	"Neoplasms"	"C00-D48"	61	34423	177.2071	135.5493	227.6296	22.6890
