"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	58	18462	314.1588	238.5534	406.1225	41.2511
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	84	18462	454.9886	362.9171	563.3078	49.6433
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	20	18462	108.3306	66.1716	167.3080	24.2235
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	16	18462	Unreliable	49.5366	140.7379	21.6661
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	33	16891	195.3703	134.4832	274.3722	34.0096
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	13	16891	Unreliable	40.9803	131.6109	21.3460
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	81	16891	479.5453	380.8261	596.0317	53.2828
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	12	16891	Unreliable	36.7090	124.0992	20.5086
	"Ashland County, WI"	"55003"	"Diseases of the digestive system"	"K00-K92"	15	16891	Unreliable	49.7031	146.4700	22.9293
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	110	44705	246.0575	200.0746	292.0404	23.4607
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	20	44705	44.7377	27.3271	69.0938	10.0037
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	23	44705	51.4484	32.6136	77.1978	10.7277
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	188	44705	420.5346	360.4202	480.6491	30.6706
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	54	44705	120.7919	90.7425	157.6068	16.4377
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	21	44705	46.9746	29.0782	71.8059	10.2507
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	38	44705	85.0017	60.1523	116.6716	13.7891
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	46	14895	308.8285	226.1026	411.9339	45.5343
	"Bayfield County, WI"	"55007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	14895	Unreliable	36.8661	132.1388	22.2667
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	56	14895	375.9651	284.0003	488.2207	50.2404
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	14	14895	Unreliable	51.3860	157.7014	25.1202
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	20	224825	8.8958	5.4338	13.7389	1.9892
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	379	224825	168.5756	151.6036	185.5475	8.6591
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	47	224825	20.9051	15.3603	27.7995	3.0493
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	33	224825	14.6781	10.1037	20.6135	2.5551
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	105	224825	46.7030	37.7698	55.6362	4.5577
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	645	224825	286.8898	264.7491	309.0305	11.2963
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	126	224825	56.0436	46.2578	65.8294	4.9928
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	35	224825	15.5677	10.8435	21.6509	2.6314
