"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	74	20875	354.4910	278.3534	445.0316	41.2087
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	13	20875	Unreliable	33.1592	106.4929	17.2721
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	88	20875	421.5569	338.1013	519.3707	44.9381
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	30	20875	143.7126	96.9629	205.1583	26.2382
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	16	20875	Unreliable	43.8105	124.4697	19.1617
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	48	16157	297.0849	219.0466	393.8900	42.8805
	"Ashland County, WI"	"55003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	16	16157	Unreliable	56.6036	160.8160	24.7571
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	17	16157	Unreliable	61.2934	168.4638	25.5190
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	59	16157	365.1668	277.9832	471.0396	47.5407
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	16	16157	Unreliable	56.6036	160.8160	24.7571
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	115	45870	250.7085	204.8863	296.5308	23.3787
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	23	45870	50.1417	31.7853	75.2371	10.4553
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	21	45870	45.7816	28.3397	69.9821	9.9904
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	38	45870	82.8428	58.6245	113.7084	13.4389
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	155	45870	337.9115	284.7137	391.1092	27.1417
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	53	45870	115.5439	86.5505	151.1338	15.8712
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	22	45870	47.9616	30.0571	72.6144	10.2255
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	18	45870	Unreliable	23.2568	62.0182	9.2493
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	23	45870	50.1417	31.7853	75.2371	10.4553
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	33	15014	219.7949	151.2958	308.6733	38.2614
	"Bayfield County, WI"	"55007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	15014	Unreliable	31.9395	122.4883	21.0622
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	58	15014	386.3061	293.3377	499.3895	50.7245
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	12	15014	Unreliable	41.2983	139.6137	23.0725
	"Bayfield County, WI"	"55007"	"Diseases of the digestive system"	"K00-K92"	10	15014	Unreliable	31.9395	122.4883	21.0622
