"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	66	20578	320.7309	248.0533	408.0499	39.4792
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14	20578	Unreliable	37.1948	114.1492	18.1828
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	78	20578	379.0456	299.6204	473.0678	42.9185
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	18	20578	Unreliable	51.8412	138.2435	20.6174
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	16	20578	Unreliable	44.4428	126.2661	19.4382
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	43	16747	256.7624	185.8190	345.8564	39.1559
	"Ashland County, WI"	"55003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	13	16747	Unreliable	41.3327	132.7425	21.5295
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	86	16747	513.5248	410.7531	634.1980	55.3748
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	22	16747	131.3668	82.3263	198.8907	28.0075
	"Ashland County, WI"	"55003"	"Diseases of the digestive system"	"K00-K92"	10	16747	Unreliable	28.6344	109.8131	18.8827
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	10	16747	Unreliable	28.6344	109.8131	18.8827
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	118	45515	259.2552	212.4771	306.0333	23.8664
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	19	45515	Unreliable	25.1331	65.1890	9.5768
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	21	45515	46.1386	28.5607	70.5280	10.0683
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	24	45515	52.7299	33.7851	78.4578	10.7634
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	185	45515	406.4594	347.8878	465.0310	29.8835
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	59	45515	129.6276	98.6790	167.2105	16.8761
