"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	58	20498	282.9544	214.8586	365.7837	37.1537
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	18	20498	Unreliable	52.0435	138.7830	20.6978
	"Adams County, WI"	"55001"	"Diseases of the nervous system"	"G00-G98"	26	20498	126.8416	82.8568	185.8522	24.8757
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	82	20498	400.0390	318.1630	496.5524	44.1769
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	32	20498	156.1128	106.7811	220.3844	27.5971
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	14	20498	Unreliable	37.3399	114.5947	18.2538
	"Adams County, WI"	"55001"	"Codes for special purposes"	"U00-U99"	16	20498	Unreliable	44.6163	126.7589	19.5141
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	31	20498	151.2343	102.7561	214.6649	27.1625
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	37	15415	240.0259	168.9999	330.8446	39.4600
	"Ashland County, WI"	"55003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	15415	Unreliable	31.1087	119.3020	20.5143
	"Ashland County, WI"	"55003"	"Mental and behavioural disorders"	"F01-F99"	11	15415	Unreliable	35.6224	127.6813	21.5156
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	17	15415	Unreliable	64.2438	176.5728	26.7474
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	56	15415	363.2825	274.4200	471.7514	48.5457
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	20	15415	129.7438	79.2514	200.3789	29.0116
	"Ashland County, WI"	"55003"	"Codes for special purposes"	"U00-U99"	11	15415	Unreliable	35.6224	127.6813	21.5156
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	22	15415	142.7181	89.4400	216.0767	30.4276
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	127	45090	281.6589	232.6723	330.6455	24.9932
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	33	45090	73.1870	50.3782	102.7816	12.7402
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	22	45090	48.7913	30.5770	73.8705	10.4023
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	43	45090	95.3648	69.0155	128.4555	14.5430
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	148	45090	328.2324	275.3506	381.1143	26.9805
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	57	45090	126.4138	95.7446	163.7843	16.7439
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	29	45090	64.3158	43.0736	92.3684	11.9431
	"Barron County, WI"	"55005"	"Codes for special purposes"	"U00-U99"	55	45090	121.9783	91.8911	158.7718	16.4475
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	39	45090	86.4937	61.5057	118.2395	13.8501
	"Bayfield County, WI"	"55007"	"Certain infectious and parasitic diseases"	"A00-B99"	11	15242	Unreliable	36.0268	129.1306	21.7598
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	48	15242	314.9193	232.1963	417.5358	45.4547
	"Bayfield County, WI"	"55007"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	15242	Unreliable	31.4618	120.6561	20.7471
	"Bayfield County, WI"	"55007"	"Diseases of the nervous system"	"G00-G98"	13	15242	Unreliable	45.4139	145.8496	23.6554
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	43	15242	282.1152	204.1668	380.0064	43.0222
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	20	15242	131.2164	80.1509	202.6532	29.3409
	"Bayfield County, WI"	"55007"	"Codes for special purposes"	"U00-U99"	17	15242	Unreliable	64.9730	178.5770	27.0509
	"Bayfield County, WI"	"55007"	"External causes of morbidity and mortality"	"V01-Y89"	19	15242	Unreliable	75.0514	194.6646	28.5979
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	39	264610	14.7387	10.4807	20.1482	2.3601
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	475	264610	179.5095	163.3660	195.6529	8.2365
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	90	264610	34.0123	27.3500	41.8069	3.5852
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	181	264610	68.4026	58.4373	78.3678	5.0843
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	179	264610	67.6467	57.7367	77.5568	5.0562
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	697	264610	263.4065	243.8511	282.9619	9.9772
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	153	264610	57.8209	48.6588	66.9831	4.6745
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	87	264610	32.8786	26.3344	40.5557	3.5250
	"Brown County, WI"	"55009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	15	264610	Unreliable	3.1727	9.3497	1.4637
