"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	82	21156	387.5969	308.2674	481.1085	42.8029
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	77	21156	363.9629	287.2323	454.8918	41.4774
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	29	21156	137.0770	91.8032	196.8658	25.4546
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	11	21156	Unreliable	25.9558	93.0331	15.6770
	"Adams County, WI"	"55001"	"Diseases of the genitourinary system"	"N00-N98"	11	21156	Unreliable	25.9558	93.0331	15.6770
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	13	21156	Unreliable	32.7188	105.0784	17.0427
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	49	16199	302.4878	223.7835	399.9040	43.2125
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	19	16199	Unreliable	70.6175	183.1643	26.9084
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	70	16199	432.1254	336.8634	545.9646	51.6489
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	24	16199	148.1573	94.9273	220.4462	30.2425
	"Ashland County, WI"	"55003"	"Diseases of the digestive system"	"K00-K92"	10	16199	Unreliable	29.6031	113.5280	19.5214
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	111	45874	241.9671	196.9528	286.9815	22.9665
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	31	45874	67.5764	45.9148	95.9193	12.1371
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	30	45874	65.3965	44.1230	93.3575	11.9397
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	29	45874	63.2166	42.3374	90.7898	11.7390
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	138	45874	300.8240	250.6326	351.0154	25.6078
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	48	45874	104.6344	77.1491	138.7296	15.1027
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	10	45874	Unreliable	10.4534	40.0889	6.8934
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	29	45874	63.2166	42.3374	90.7898	11.7390
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	25	45874	54.4971	35.2678	80.4486	10.8994
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	37	15255	242.5434	170.7724	334.3146	39.8739
	"Bayfield County, WI"	"55007"	"Diseases of the nervous system"	"G00-G98"	10	15255	Unreliable	31.4349	120.5533	20.7295
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	56	15255	367.0928	277.2982	476.6993	49.0548
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	17	15255	Unreliable	64.9176	178.4248	27.0279
	"Bayfield County, WI"	"55007"	"External causes of morbidity and mortality"	"V01-Y89"	17	15255	Unreliable	64.9176	178.4248	27.0279
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	25	242691	10.3012	6.6664	15.2066	2.0602
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	410	242691	168.9391	152.5862	185.2920	8.3433
