"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	76	20644	368.1457	290.0583	460.7896	42.2292
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	20644	Unreliable	26.5995	95.3404	16.0658
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	87	20644	421.4300	337.5485	519.8339	45.1820
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	25	20644	121.1006	78.3702	178.7686	24.2201
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	19	20644	Unreliable	55.4124	143.7259	21.1146
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	26	16647	156.1843	102.0243	228.8459	30.6303
	"Ashland County, WI"	"55003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	16	16647	Unreliable	54.9375	156.0824	24.0284
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	73	16647	438.5175	343.7275	551.3699	51.3246
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	22	16647	132.1559	82.8208	200.0854	28.1757
	"Ashland County, WI"	"55003"	"Diseases of the digestive system"	"K00-K92"	10	16647	Unreliable	28.8064	110.4728	18.9961
	"Ashland County, WI"	"55003"	"Diseases of the genitourinary system"	"N00-N98"	12	16647	Unreliable	37.2471	125.9182	20.8092
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	10	16647	Unreliable	28.8064	110.4728	18.9961
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	113	45601	247.8016	202.1116	293.4916	23.3112
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15	45601	Unreliable	18.4105	54.2537	8.4932
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	11	45601	Unreliable	12.0418	43.1615	7.2731
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	27	45601	59.2092	39.0195	86.1465	11.3948
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	188	45601	412.2717	353.3384	471.2049	30.0680
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	47	45601	103.0679	75.7302	137.0587	15.0340
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	11	45601	Unreliable	12.0418	43.1615	7.2731
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	12	45601	Unreliable	13.5973	45.9674	7.5965
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	30	45601	65.7880	44.3872	93.9164	12.0112
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	28	15165	184.6357	122.6886	266.8502	34.8929
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	45	15165	296.7359	216.4421	397.0564	44.2348
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	17	15165	Unreliable	65.3029	179.4837	27.1883
	"Bayfield County, WI"	"55007"	"External causes of morbidity and mortality"	"V01-Y89"	16	15165	Unreliable	60.3062	171.3356	26.3765
