"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	61	18643	327.2006	250.2823	420.3022	41.8937
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	86	18643	461.2991	368.9793	569.6998	49.7432
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	21	18643	112.6428	69.7282	172.1869	24.5807
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	22	18643	118.0068	73.9537	178.6634	25.1591
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	48	16866	284.5962	209.8385	377.3319	41.0779
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	12	16866	Unreliable	36.7634	124.2832	20.5390
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	93	16866	551.4052	445.0557	675.5100	57.1781
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	12	16866	Unreliable	36.7634	124.2832	20.5390
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	13	16866	Unreliable	41.0410	131.8059	21.3776
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	107	44963	237.9734	192.8822	283.0647	23.0058
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	44963	Unreliable	10.6652	40.9012	7.0331
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	13	44963	Unreliable	15.3948	49.4415	8.0189
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	25	44963	55.6013	35.9824	82.0786	11.1203
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	179	44963	398.1051	339.7838	456.4264	29.7558
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	39	44963	86.7380	61.6794	118.5734	13.8892
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	16	44963	Unreliable	20.3399	57.7876	8.8962
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	17	44963	Unreliable	22.0252	60.5358	9.1700
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	25	44963	55.6013	35.9824	82.0786	11.1203
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	52	15013	346.3665	258.6838	454.2146	48.0324
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	51	15013	339.7056	252.9346	446.6517	47.5683
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	13	15013	Unreliable	46.1066	148.0743	24.0162
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	17	226778	Unreliable	4.3669	12.0024	1.8181
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	365	226778	160.9504	144.4383	177.4624	8.4245
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	55	226778	24.2528	18.2706	31.5684	3.2702
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	24	226778	10.5830	6.7808	15.7467	2.1603
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	91	226778	40.1273	32.3081	49.2676	4.2065
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	671	226778	295.8841	273.4960	318.2721	11.4225
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	142	226778	62.6163	52.3172	72.9154	5.2546
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	51	226778	22.4890	16.7446	29.5689	3.1491
	"Brown County, WI"	"55009"	"Diseases of the genitourinary system"	"N00-N98"	29	226778	12.7878	8.5643	18.3655	2.3746
	"Brown County, WI"	"55009"	"External causes of morbidity and mortality"	"V01-Y89"	109	226778	48.0646	39.0413	57.0880	4.6038
	"Buffalo County, WI"	"55011"	"Neoplasms"	"C00-D48"	26	13804	188.3512	123.0367	275.9778	36.9387
	"Buffalo County, WI"	"55011"	"Diseases of the circulatory system"	"I00-I99"	58	13804	420.1681	319.0504	543.1639	55.1708
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	50	15674	318.9996	236.7679	420.5627	45.1134
	"Burnett County, WI"	"55013"	"Diseases of the circulatory system"	"I00-I99"	81	15674	516.7794	410.3952	642.3103	57.4199
	"Burnett County, WI"	"55013"	"Diseases of the respiratory system"	"J00-J98"	15	15674	Unreliable	53.5623	157.8426	24.7096
	"Burnett County, WI"	"55013"	"External causes of morbidity and mortality"	"V01-Y89"	13	15674	Unreliable	44.1622	141.8297	23.0034
	"Calumet County, WI"	"55015"	"Neoplasms"	"C00-D48"	65	40631	159.9764	123.4666	203.9027	19.8426
