"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	77	20733	371.3886	293.0925	464.1726	42.3237
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	20733	Unreliable	26.4853	94.9312	15.9968
	"Adams County, WI"	"55001"	"Diseases of the nervous system"	"G00-G98"	15	20733	Unreliable	40.4927	119.3279	18.6803
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	72	20733	347.2725	271.7199	437.3306	40.9265
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	25	20733	120.5807	78.0338	178.0013	24.1161
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	18	20733	Unreliable	51.4536	137.2100	20.4632
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	48	16142	297.3609	219.2502	394.2560	42.9204
	"Ashland County, WI"	"55003"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	16142	Unreliable	38.4123	129.8575	21.4602
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	14	16142	Unreliable	47.4163	145.5186	23.1796
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	49	16142	303.5559	224.5737	401.3161	43.3651
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	25	16142	154.8755	100.2277	228.6272	30.9751
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	13	16142	Unreliable	42.8818	137.7177	22.3365
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	127	45883	276.7910	228.6510	324.9310	24.5612
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	21	45883	45.7686	28.3317	69.9623	9.9875
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	41	45883	89.3577	64.1249	121.2236	13.9553
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	42	45883	91.5372	65.9718	123.7317	14.1245
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	149	45883	324.7390	272.5958	376.8822	26.6037
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	53	45883	115.5112	86.5260	151.0909	15.8667
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	20	45883	43.5891	26.6255	67.3199	9.7468
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	17	45883	Unreliable	21.5835	59.3220	8.9861
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	29	45883	63.2042	42.3291	90.7720	11.7367
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	41	15099	271.5412	194.8634	368.3755	42.4076
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	48	15099	317.9018	234.3954	421.4902	45.8852
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	13	15099	Unreliable	45.8440	147.2309	23.8794
	"Bayfield County, WI"	"55007"	"External causes of morbidity and mortality"	"V01-Y89"	10	15099	Unreliable	31.7597	121.7988	20.9436
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	35	251412	13.9214	9.6968	19.3613	2.3531
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	441	251412	175.4093	159.0378	191.7808	8.3528
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	51	251412	20.2854	15.1039	26.6717	2.8405
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	128	251412	50.9124	42.0923	59.7326	4.5001
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	128	251412	50.9124	42.0923	59.7326	4.5001
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	631	251412	250.9825	231.3992	270.5657	9.9915
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	153	251412	60.8563	51.2132	70.4994	4.9199
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	74	251412	29.4338	23.1120	36.9514	3.4216
	"Brown County, WI"	"55009"	"Diseases of the genitourinary system"	"N00-N98"	49	251412	19.4899	14.4188	25.7666	2.7843
	"Brown County, WI"	"55009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	13	251412	Unreliable	2.7532	8.8422	1.4341
	"Brown County, WI"	"55009"	"External causes of morbidity and mortality"	"V01-Y89"	114	251412	45.3439	37.0201	53.6677	4.2468
	"Buffalo County, WI"	"55011"	"Neoplasms"	"C00-D48"	29	13539	214.1960	143.4514	307.6219	39.7752
	"Buffalo County, WI"	"55011"	"Diseases of the circulatory system"	"I00-I99"	50	13539	369.3035	274.1044	486.8823	52.2274
	"Buffalo County, WI"	"55011"	"Diseases of the respiratory system"	"J00-J98"	17	13539	Unreliable	73.1456	201.0392	30.4535
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	55	15504	354.7472	267.2452	461.7531	47.8341
	"Burnett County, WI"	"55013"	"Mental and behavioural disorders"	"F01-F99"	14	15504	Unreliable	49.3675	151.5068	24.1335
	"Burnett County, WI"	"55013"	"Diseases of the circulatory system"	"I00-I99"	45	15504	290.2477	211.7096	388.3746	43.2676
	"Burnett County, WI"	"55013"	"Diseases of the respiratory system"	"J00-J98"	16	15504	Unreliable	58.9876	167.5893	25.7998
	"Burnett County, WI"	"55013"	"External causes of morbidity and mortality"	"V01-Y89"	13	15504	Unreliable	44.6464	143.3849	23.2556
	"Calumet County, WI"	"55015"	"Neoplasms"	"C00-D48"	85	49490	171.7519	137.1885	212.3746	18.6291
	"Calumet County, WI"	"55015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	18	49490	Unreliable	21.5556	57.4818	8.5727
	"Calumet County, WI"	"55015"	"Mental and behavioural disorders"	"F01-F99"	17	49490	Unreliable	20.0105	54.9984	8.3312
	"Calumet County, WI"	"55015"	"Diseases of the nervous system"	"G00-G98"	15	49490	Unreliable	16.9637	49.9904	7.8258
	"Calumet County, WI"	"55015"	"Diseases of the circulatory system"	"I00-I99"	89	49490	179.8343	144.4213	221.3023	19.0624
	"Calumet County, WI"	"55015"	"Diseases of the respiratory system"	"J00-J98"	35	49490	70.7214	49.2603	98.3564	11.9541
	"Calumet County, WI"	"55015"	"External causes of morbidity and mortality"	"V01-Y89"	16	49490	Unreliable	18.4794	52.5016	8.0824
	"Chippewa County, WI"	"55017"	"Certain infectious and parasitic diseases"	"A00-B99"	17	62778	Unreliable	15.7749	43.3571	6.5678
	"Chippewa County, WI"	"55017"	"Neoplasms"	"C00-D48"	108	62778	172.0348	139.5888	204.4807	16.5541
	"Chippewa County, WI"	"55017"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14	62778	Unreliable	12.1921	37.4170	5.9601
	"Chippewa County, WI"	"55017"	"Mental and behavioural disorders"	"F01-F99"	30	62778	47.7874	32.2422	68.2194	8.7248
	"Chippewa County, WI"	"55017"	"Diseases of the nervous system"	"G00-G98"	35	62778	55.7520	38.8335	77.5377	9.4238
	"Chippewa County, WI"	"55017"	"Diseases of the circulatory system"	"I00-I99"	178	62778	283.5388	241.8846	325.1930	21.2521
	"Chippewa County, WI"	"55017"	"Diseases of the respiratory system"	"J00-J98"	63	62778	100.3536	77.1147	128.3954	12.6434
	"Chippewa County, WI"	"55017"	"Diseases of the digestive system"	"K00-K92"	18	62778	Unreliable	16.9930	45.3148	6.7582
	"Chippewa County, WI"	"55017"	"Diseases of the genitourinary system"	"N00-N98"	10	62778	Unreliable	7.6387	29.2943	5.0372
	"Chippewa County, WI"	"55017"	"External causes of morbidity and mortality"	"V01-Y89"	35	62778	55.7520	38.8335	77.5377	9.4238
	"Clark County, WI"	"55019"	"Neoplasms"	"C00-D48"	71	34742	204.3636	159.6100	257.7761	24.2535
	"Clark County, WI"	"55019"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	14	34742	Unreliable	22.0308	67.6116	10.7698
	"Clark County, WI"	"55019"	"Mental and behavioural disorders"	"F01-F99"	12	34742	Unreliable	17.8473	60.3350	9.9709
	"Clark County, WI"	"55019"	"Diseases of the nervous system"	"G00-G98"	24	34742	69.0807	44.2614	102.7865	14.1010
	"Clark County, WI"	"55019"	"Diseases of the circulatory system"	"I00-I99"	97	34742	279.2010	226.4124	340.6028	28.3486
	"Clark County, WI"	"55019"	"Diseases of the respiratory system"	"J00-J98"	37	34742	106.4993	74.9851	146.7955	17.5084
	"Clark County, WI"	"55019"	"Diseases of the genitourinary system"	"N00-N98"	13	34742	Unreliable	19.9240	63.9871	10.3781
	"Clark County, WI"	"55019"	"External causes of morbidity and mortality"	"V01-Y89"	22	34742	63.3239	39.6845	95.8731	13.5007
	"Columbia County, WI"	"55021"	"Neoplasms"	"C00-D48"	118	56909	207.3486	169.9361	244.7610	19.0880
	"Columbia County, WI"	"55021"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	56909	Unreliable	10.8955	36.8335	6.0871
	"Columbia County, WI"	"55021"	"Mental and behavioural disorders"	"F01-F99"	35	56909	61.5017	42.8384	85.5341	10.3957
	"Columbia County, WI"	"55021"	"Diseases of the nervous system"	"G00-G98"	37	56909	65.0161	45.7772	89.6162	10.6886
	"Columbia County, WI"	"55021"	"Diseases of the circulatory system"	"I00-I99"	155	56909	272.3647	229.4860	315.2433	21.8769
	"Columbia County, WI"	"55021"	"Diseases of the respiratory system"	"J00-J98"	56	56909	98.4027	74.3324	127.7838	13.1496
	"Columbia County, WI"	"55021"	"Diseases of the digestive system"	"K00-K92"	23	56909	40.4154	25.6197	60.6429	8.4272
	"Columbia County, WI"	"55021"	"Diseases of the genitourinary system"	"N00-N98"	14	56909	Unreliable	13.4494	41.2758	6.5748
	"Columbia County, WI"	"55021"	"External causes of morbidity and mortality"	"V01-Y89"	54	56909	94.8883	71.2830	123.8084	12.9127
	"Crawford County, WI"	"55023"	"Neoplasms"	"C00-D48"	43	16714	257.2694	186.1858	346.5392	39.2332
	"Crawford County, WI"	"55023"	"Diseases of the circulatory system"	"I00-I99"	67	16714	400.8616	310.6637	509.0781	48.9730
	"Crawford County, WI"	"55023"	"Diseases of the respiratory system"	"J00-J98"	22	16714	131.6262	82.4888	199.2834	28.0628
	"Crawford County, WI"	"55023"	"External causes of morbidity and mortality"	"V01-Y89"	16	16714	Unreliable	54.7172	155.4567	23.9320
	"Dane County, WI"	"55025"	"Certain infectious and parasitic diseases"	"A00-B99"	53	495959	10.6864	8.0048	13.9780	1.4679
	"Dane County, WI"	"55025"	"Neoplasms"	"C00-D48"	680	495959	137.1081	126.8027	147.4135	5.2579
	"Dane County, WI"	"55025"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	12	495959	Unreliable	1.2502	4.2265	0.6985
	"Dane County, WI"	"55025"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	91	495959	18.3483	14.7729	22.5277	1.9234
	"Dane County, WI"	"55025"	"Mental and behavioural disorders"	"F01-F99"	228	495959	45.9715	40.0042	51.9388	3.0445
	"Dane County, WI"	"55025"	"Diseases of the nervous system"	"G00-G98"	253	495959	51.0123	44.7263	57.2982	3.2071
	"Dane County, WI"	"55025"	"Diseases of the circulatory system"	"I00-I99"	850	495959	171.3851	159.8633	182.9069	5.8785
	"Dane County, WI"	"55025"	"Diseases of the respiratory system"	"J00-J98"	287	495959	57.8677	51.1727	64.5627	3.4158
	"Dane County, WI"	"55025"	"Diseases of the digestive system"	"K00-K92"	95	495959	19.1548	15.4974	23.4158	1.9652
	"Dane County, WI"	"55025"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	495959	Unreliable	2.3065	5.9825	0.8789
	"Dane County, WI"	"55025"	"Diseases of the genitourinary system"	"N00-N98"	54	495959	10.8880	8.1794	14.2064	1.4817
	"Dane County, WI"	"55025"	"Certain conditions originating in the perinatal period"	"P00-P96"	22	495959	4.4359	2.7799	6.7159	0.9457
	"Dane County, WI"	"55025"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	16	495959	Unreliable	1.8440	5.2389	0.8065
	"Dane County, WI"	"55025"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10	495959	Unreliable	0.9669	3.7080	0.6376
	"Dane County, WI"	"55025"	"External causes of morbidity and mortality"	"V01-Y89"	288	495959	58.0693	51.3627	64.7760	3.4218
	"Dodge County, WI"	"55027"	"Certain infectious and parasitic diseases"	"A00-B99"	15	88661	Unreliable	9.4690	27.9043	4.3683
	"Dodge County, WI"	"55027"	"Neoplasms"	"C00-D48"	198	88661	223.3225	192.2157	254.4294	15.8708
	"Dodge County, WI"	"55027"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	28	88661	31.5810	20.9852	45.6433	5.9682
	"Dodge County, WI"	"55027"	"Mental and behavioural disorders"	"F01-F99"	62	88661	69.9293	53.6141	89.6458	8.8810
	"Dodge County, WI"	"55027"	"Diseases of the nervous system"	"G00-G98"	57	88661	64.2898	48.6925	83.2952	8.5154
	"Dodge County, WI"	"55027"	"Diseases of the circulatory system"	"I00-I99"	266	88661	300.0192	263.9643	336.0741	18.3954
	"Dodge County, WI"	"55027"	"Diseases of the respiratory system"	"J00-J98"	82	88661	92.4871	73.5578	114.8006	10.2135
	"Dodge County, WI"	"55027"	"Diseases of the digestive system"	"K00-K92"	31	88661	34.9646	23.7567	49.6295	6.2798
	"Dodge County, WI"	"55027"	"Diseases of the genitourinary system"	"N00-N98"	22	88661	24.8136	15.5504	37.5681	5.2903
	"Dodge County, WI"	"55027"	"External causes of morbidity and mortality"	"V01-Y89"	59	88661	66.5456	50.6578	85.8392	8.6635
	"Door County, WI"	"55029"	"Neoplasms"	"C00-D48"	87	27820	312.7247	250.4799	385.7459	33.5276
	"Door County, WI"	"55029"	"Mental and behavioural disorders"	"F01-F99"	26	27820	93.4579	61.0495	136.9374	18.3286
	"Door County, WI"	"55029"	"Diseases of the nervous system"	"G00-G98"	22	27820	79.0798	49.5585	119.7276	16.8599
	"Door County, WI"	"55029"	"Diseases of the circulatory system"	"I00-I99"	99	27820	355.8591	289.2245	433.2442	35.7652
	"Door County, WI"	"55029"	"Diseases of the respiratory system"	"J00-J98"	27	27820	97.0525	63.9586	141.2065	18.6778
	"Door County, WI"	"55029"	"Diseases of the digestive system"	"K00-K92"	11	27820	Unreliable	19.7383	70.7480	11.9217
	"Door County, WI"	"55029"	"External causes of morbidity and mortality"	"V01-Y89"	16	27820	Unreliable	32.8736	93.3970	14.3781
	"Douglas County, WI"	"55031"	"Neoplasms"	"C00-D48"	106	44105	240.3356	194.5824	286.0887	23.3435
	"Douglas County, WI"	"55031"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	31	44105	70.2868	47.7564	99.7665	12.6239
	"Douglas County, WI"	"55031"	"Mental and behavioural disorders"	"F01-F99"	40	44105	90.6927	64.7917	123.4980	14.3398
	"Douglas County, WI"	"55031"	"Diseases of the nervous system"	"G00-G98"	14	44105	Unreliable	17.3539	53.2584	8.4835
	"Douglas County, WI"	"55031"	"Diseases of the circulatory system"	"I00-I99"	125	44105	283.4146	233.7298	333.0993	25.3494
	"Douglas County, WI"	"55031"	"Diseases of the respiratory system"	"J00-J98"	53	44105	120.1678	90.0141	157.1819	16.5063
	"Douglas County, WI"	"55031"	"Diseases of the digestive system"	"K00-K92"	12	44105	Unreliable	14.0585	47.5266	7.8542
	"Douglas County, WI"	"55031"	"Diseases of the genitourinary system"	"N00-N98"	10	44105	Unreliable	10.8727	41.6969	7.1699
	"Douglas County, WI"	"55031"	"External causes of morbidity and mortality"	"V01-Y89"	33	44105	74.8214	51.5033	105.0770	13.0247
	"Dunn County, WI"	"55033"	"Neoplasms"	"C00-D48"	73	43971	166.0185	130.1320	208.7434	19.4310
	"Dunn County, WI"	"55033"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	43971	Unreliable	10.9058	41.8239	7.1917
	"Dunn County, WI"	"55033"	"Mental and behavioural disorders"	"F01-F99"	23	43971	52.3072	33.1581	78.4864	10.9068
	"Dunn County, WI"	"55033"	"Diseases of the nervous system"	"G00-G98"	18	43971	Unreliable	24.2612	64.6966	9.6487
	"Dunn County, WI"	"55033"	"Diseases of the circulatory system"	"I00-I99"	95	43971	216.0515	174.7986	264.1121	22.1664
	"Dunn County, WI"	"55033"	"Diseases of the respiratory system"	"J00-J98"	26	43971	59.1299	38.6254	86.6389	11.5963
	"Dunn County, WI"	"55033"	"Diseases of the digestive system"	"K00-K92"	11	43971	Unreliable	12.4882	44.7615	7.5428
	"Dunn County, WI"	"55033"	"External causes of morbidity and mortality"	"V01-Y89"	29	43971	65.9526	44.1697	94.7191	12.2471
	"Eau Claire County, WI"	"55035"	"Certain infectious and parasitic diseases"	"A00-B99"	16	99879	Unreliable	9.1565	26.0145	4.0048
	"Eau Claire County, WI"	"55035"	"Neoplasms"	"C00-D48"	201	99879	201.2435	173.4220	229.0650	14.1946
	"Eau Claire County, WI"	"55035"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	31	99879	31.0376	21.0885	44.0553	5.5745
	"Eau Claire County, WI"	"55035"	"Mental and behavioural disorders"	"F01-F99"	86	99879	86.1042	68.8722	106.3378	9.2849
	"Eau Claire County, WI"	"55035"	"Diseases of the nervous system"	"G00-G98"	44	99879	44.0533	32.0091	59.1394	6.6413
	"Eau Claire County, WI"	"55035"	"Diseases of the circulatory system"	"I00-I99"	211	99879	211.2556	182.7505	239.7608	14.5434
	"Eau Claire County, WI"	"55035"	"Diseases of the respiratory system"	"J00-J98"	83	99879	83.1006	66.1888	103.0156	9.1215
	"Eau Claire County, WI"	"55035"	"Diseases of the digestive system"	"K00-K92"	22	99879	22.0267	13.8039	33.3486	4.6961
	"Eau Claire County, WI"	"55035"	"Diseases of the genitourinary system"	"N00-N98"	24	99879	24.0291	15.3959	35.7533	4.9049
	"Eau Claire County, WI"	"55035"	"External causes of morbidity and mortality"	"V01-Y89"	47	99879	47.0569	34.5756	62.5758	6.8640
	"Florence County, WI"	"55037"	"Neoplasms"	"C00-D48"	13	4440	Unreliable	155.9005	500.6845	81.2061
	"Florence County, WI"	"55037"	"Diseases of the circulatory system"	"I00-I99"	17	4440	Unreliable	223.0446	613.0338	92.8627
