"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	63	20337	309.7802	238.0444	396.3421	39.0286
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	20337	Unreliable	27.0010	96.7797	16.3083
	"Adams County, WI"	"55001"	"Diseases of the nervous system"	"G00-G98"	13	20337	Unreliable	34.0364	109.3101	17.7290
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	96	20337	472.0460	382.3573	576.4484	48.1780
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	23	20337	113.0944	71.6916	169.6970	23.5818
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	12	20337	Unreliable	30.4889	103.0712	17.0335
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	17	20337	Unreliable	48.6954	133.8383	20.2739
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	42	16773	250.4024	180.4675	338.4715	38.6379
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	93	16773	554.4625	447.5233	679.2554	57.4951
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	15	16773	Unreliable	50.0528	147.5004	23.0906
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	11	16773	Unreliable	32.7383	117.3438	19.7736
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	106	45225	234.3836	189.7635	279.0037	22.7654
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	16	45225	Unreliable	20.2221	57.4528	8.8447
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	11	45225	Unreliable	12.1420	43.5204	7.3336
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	17	45225	Unreliable	21.8976	60.1851	9.1169
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	198	45225	437.8109	376.8278	498.7941	31.1139
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	55	45225	121.6142	91.6168	158.2978	16.3984
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	16	45225	Unreliable	20.2221	57.4528	8.8447
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	17	45225	Unreliable	21.8976	60.1851	9.1169
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	28	45225	61.9127	41.1403	89.4811	11.7004
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	53	15076	351.5521	263.3372	459.8372	48.2894
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	62	15076	411.2497	315.3010	527.2015	52.2288
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	16	15076	Unreliable	60.6622	172.3470	26.5322
	"Bayfield County, WI"	"55007"	"External causes of morbidity and mortality"	"V01-Y89"	10	15076	Unreliable	31.8082	121.9846	20.9756
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	23	229332	10.0291	6.3576	15.0486	2.0912
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	380	229332	165.6986	149.0383	182.3590	8.5002
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	58	229332	25.2908	19.2044	32.6942	3.3209
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	33	229332	14.3896	9.9051	20.2083	2.5049
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	103	229332	44.9131	36.2392	53.5869	4.4254
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	634	229332	276.4551	254.9354	297.9748	10.9794
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	138	229332	60.1748	50.1348	70.2147	5.1224
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	57	229332	24.8548	18.8248	32.2024	3.2921
	"Brown County, WI"	"55009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	11	229332	Unreliable	2.3944	8.5824	1.4462
	"Brown County, WI"	"55009"	"Diseases of the genitourinary system"	"N00-N98"	20	229332	8.7210	5.3270	13.4689	1.9501
	"Brown County, WI"	"55009"	"Certain conditions originating in the perinatal period"	"P00-P96"	11	229332	Unreliable	2.3944	8.5824	1.4462
	"Brown County, WI"	"55009"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	10	229332	Unreliable	2.0910	8.0191	1.3789
	"Brown County, WI"	"55009"	"External causes of morbidity and mortality"	"V01-Y89"	109	229332	47.5293	38.6065	56.4522	4.5525
	"Buffalo County, WI"	"55011"	"Neoplasms"	"C00-D48"	28	13855	202.0931	134.2888	292.0811	38.1920
	"Buffalo County, WI"	"55011"	"Diseases of the circulatory system"	"I00-I99"	54	13855	389.7510	292.7926	508.5393	53.0384
	"Buffalo County, WI"	"55011"	"External causes of morbidity and mortality"	"V01-Y89"	10	13855	Unreliable	34.6113	132.7348	22.8241
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	54	15797	341.8371	256.7983	446.0222	46.5181
	"Burnett County, WI"	"55013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	15797	Unreliable	34.7610	124.5938	20.9953
	"Burnett County, WI"	"55013"	"Mental and behavioural disorders"	"F01-F99"	10	15797	Unreliable	30.3564	116.4170	20.0182
	"Burnett County, WI"	"55013"	"Diseases of the circulatory system"	"I00-I99"	59	15797	373.4886	284.3182	481.7742	48.6241
	"Burnett County, WI"	"55013"	"Diseases of the respiratory system"	"J00-J98"	18	15797	Unreliable	67.5311	180.0832	26.8573
	"Burnett County, WI"	"55013"	"External causes of morbidity and mortality"	"V01-Y89"	17	15797	Unreliable	62.6903	172.3030	26.1006
	"Calumet County, WI"	"55015"	"Neoplasms"	"C00-D48"	50	41950	119.1895	88.4648	157.1371	16.8559
	"Calumet County, WI"	"55015"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	13	41950	Unreliable	16.5005	52.9926	8.5949
