"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	79	20480	385.7422	305.3959	480.7505	43.3994
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	15	20480	Unreliable	40.9929	120.8020	18.9111
	"Adams County, WI"	"55001"	"Mental and behavioural disorders"	"F01-F99"	11	20480	Unreliable	26.8125	96.1039	16.1945
	"Adams County, WI"	"55001"	"Diseases of the nervous system"	"G00-G98"	20	20480	97.6562	59.6514	150.8223	21.8366
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	74	20480	361.3281	283.7221	453.6149	42.0035
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	33	20480	161.1328	110.9158	226.2901	28.0496
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	14	20480	Unreliable	37.3728	114.6954	18.2698
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	29	20480	141.6016	94.8334	203.3639	26.2948
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	49	16016	305.9441	226.3405	404.4733	43.7063
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	15	16016	Unreliable	52.4185	154.4721	24.1820
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	67	16016	418.3317	324.2029	531.2645	51.1073
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	26	16016	162.3377	106.0438	237.8620	31.8370
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	11	16016	Unreliable	34.2857	122.8901	20.7082
	"Barron County, WI"	"55005"	"Certain infectious and parasitic diseases"	"A00-B99"	14	45676	Unreliable	16.7570	51.4266	8.1917
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	108	45676	236.4480	191.8537	281.0424	22.7522
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	24	45676	52.5440	33.6660	78.1813	10.7255
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	37	45676	81.0053	57.0351	111.6553	13.3172
