"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	62	21211	292.3012	224.1044	374.7155	37.1223
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	10	21211	Unreliable	22.6081	86.7022	14.9087
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	78	21211	367.7337	290.6788	458.9501	41.6376
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	23	21211	108.4343	68.7376	162.7046	22.6101
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	13	21211	Unreliable	32.6339	104.8059	16.9985
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	20	21211	94.2907	57.5956	145.6244	21.0840
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	41	16407	249.8933	179.3285	339.0078	39.0268
	"Ashland County, WI"	"55003"	"Mental and behavioural disorders"	"F01-F99"	10	16407	Unreliable	29.2278	112.0887	19.2740
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	15	16407	Unreliable	51.1693	150.7908	23.6057
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	75	16407	457.1220	359.5538	573.0069	52.7839
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	24	16407	146.2790	93.7239	217.6515	29.8591
	"Ashland County, WI"	"55003"	"Diseases of the digestive system"	"K00-K92"	10	16407	Unreliable	29.2278	112.0887	19.2740
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	16	16407	Unreliable	55.7411	158.3656	24.3798
	"Barron County, WI"	"55005"	"Certain infectious and parasitic diseases"	"A00-B99"	12	45808	Unreliable	13.5359	45.7597	7.5622
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	110	45808	240.1327	195.2570	285.0084	22.8958
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	16	45808	Unreliable	19.9647	56.7216	8.7321
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	15	45808	Unreliable	18.3273	54.0086	8.4548
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	35	45808	76.4059	53.2197	106.2622	12.9149
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	186	45808	406.0426	347.6885	464.3967	29.7725
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	50	45808	109.1512	81.0142	143.9028	15.4363
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	13	45808	Unreliable	15.1109	48.5295	7.8710
	"Barron County, WI"	"55005"	"Diseases of the genitourinary system"	"N00-N98"	16	45808	Unreliable	19.9647	56.7216	8.7321
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	27	45808	58.9417	38.8431	85.7572	11.3433
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	39	15163	257.2050	182.8985	351.6070	41.1858
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	61	15163	402.2951	307.7235	516.7641	51.5086
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	14	15163	Unreliable	50.4777	154.9141	24.6762
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	22	238587	9.2210	5.7787	13.9606	1.9659
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	383	238587	160.5284	144.4513	176.6056	8.2026
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	39	238587	16.3462	11.6238	22.3458	2.6175
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	77	238587	32.2733	25.4695	40.3362	3.6779
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	106	238587	44.4282	35.9703	52.8861	4.3153
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	589	238587	246.8701	226.9328	266.8074	10.1721
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	163	238587	68.3189	57.8306	78.8071	5.3511
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	50	238587	20.9567	15.5545	27.6289	2.9637
	"Brown County, WI"	"55009"	"Diseases of the genitourinary system"	"N00-N98"	42	238587	17.6036	12.6871	23.7950	2.7163
	"Brown County, WI"	"55009"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	11	238587	Unreliable	2.3016	8.2494	1.3901
	"Brown County, WI"	"55009"	"External causes of morbidity and mortality"	"V01-Y89"	119	238587	49.8770	40.9154	58.8385	4.5722
	"Buffalo County, WI"	"55011"	"Neoplasms"	"C00-D48"	29	13969	207.6025	139.0356	298.1526	38.5508
	"Buffalo County, WI"	"55011"	"Diseases of the circulatory system"	"I00-I99"	44	13969	314.9832	228.8668	422.8492	47.4855
	"Buffalo County, WI"	"55011"	"Diseases of the respiratory system"	"J00-J98"	15	13969	Unreliable	60.0999	177.1082	27.7256
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	57	16143	353.0942	267.4300	457.4759	46.7685
	"Burnett County, WI"	"55013"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	11	16143	Unreliable	34.0160	121.9233	20.5453
	"Burnett County, WI"	"55013"	"Diseases of the circulatory system"	"I00-I99"	60	16143	371.6781	283.6313	478.4241	47.9834
	"Burnett County, WI"	"55013"	"Diseases of the respiratory system"	"J00-J98"	15	16143	Unreliable	52.0061	153.2568	23.9917
	"Burnett County, WI"	"55013"	"External causes of morbidity and mortality"	"V01-Y89"	14	16143	Unreliable	47.4134	145.5096	23.1782
	"Calumet County, WI"	"55015"	"Neoplasms"	"C00-D48"	73	46185	158.0600	123.8937	198.7367	18.4995
	"Calumet County, WI"	"55015"	"Diseases of the nervous system"	"G00-G98"	16	46185	Unreliable	19.8018	56.2586	8.6608
	"Calumet County, WI"	"55015"	"Diseases of the circulatory system"	"I00-I99"	99	46185	214.3553	174.2173	260.9690	21.5435
	"Calumet County, WI"	"55015"	"Diseases of the respiratory system"	"J00-J98"	19	46185	Unreliable	24.7685	64.2433	9.4379
	"Calumet County, WI"	"55015"	"Diseases of the digestive system"	"K00-K92"	10	46185	Unreliable	10.3830	39.8190	6.8470
	"Calumet County, WI"	"55015"	"External causes of morbidity and mortality"	"V01-Y89"	18	46185	Unreliable	23.0981	61.5952	9.1862
	"Chippewa County, WI"	"55017"	"Neoplasms"	"C00-D48"	122	59802	204.0066	167.8056	240.2075	18.4699
