"Notes"	"County"	"County Code"	"ICD Chapter"	"ICD Chapter Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error
	"Adams County, WI"	"55001"	"Neoplasms"	"C00-D48"	89	20220	440.1583	353.4823	541.6544	46.6567
	"Adams County, WI"	"55001"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	12	20220	Unreliable	30.6653	103.6677	17.1321
	"Adams County, WI"	"55001"	"Diseases of the nervous system"	"G00-G98"	11	20220	Unreliable	27.1573	97.3397	16.4027
	"Adams County, WI"	"55001"	"Diseases of the circulatory system"	"I00-I99"	66	20220	326.4095	252.4451	415.2745	40.1782
	"Adams County, WI"	"55001"	"Diseases of the respiratory system"	"J00-J98"	33	20220	163.2047	112.3420	229.1999	28.4103
	"Adams County, WI"	"55001"	"Diseases of the digestive system"	"K00-K92"	11	20220	Unreliable	27.1573	97.3397	16.4027
	"Adams County, WI"	"55001"	"External causes of morbidity and mortality"	"V01-Y89"	31	20220	153.3136	104.1689	217.6163	27.5359
	"Ashland County, WI"	"55003"	"Neoplasms"	"C00-D48"	43	15562	276.3141	199.9685	372.1923	42.1375
	"Ashland County, WI"	"55003"	"Mental and behavioural disorders"	"F01-F99"	15	15562	Unreliable	53.9478	158.9786	24.8874
	"Ashland County, WI"	"55003"	"Diseases of the nervous system"	"G00-G98"	10	15562	Unreliable	30.8148	118.1750	20.3205
	"Ashland County, WI"	"55003"	"Diseases of the circulatory system"	"I00-I99"	67	15562	430.5359	333.6610	546.7634	52.5983
	"Ashland County, WI"	"55003"	"Diseases of the respiratory system"	"J00-J98"	15	15562	Unreliable	53.9478	158.9786	24.8874
	"Ashland County, WI"	"55003"	"External causes of morbidity and mortality"	"V01-Y89"	18	15562	Unreliable	68.5508	182.8026	27.2628
	"Barron County, WI"	"55005"	"Certain infectious and parasitic diseases"	"A00-B99"	12	45244	Unreliable	13.7046	46.3301	7.6565
	"Barron County, WI"	"55005"	"Neoplasms"	"C00-D48"	135	45244	298.3821	248.0480	348.7162	25.6806
	"Barron County, WI"	"55005"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	32	45244	70.7276	48.3777	99.8462	12.5030
	"Barron County, WI"	"55005"	"Mental and behavioural disorders"	"F01-F99"	34	45244	75.1481	52.0423	105.0119	12.8878
	"Barron County, WI"	"55005"	"Diseases of the nervous system"	"G00-G98"	49	45244	108.3017	80.1226	143.1802	15.4717
	"Barron County, WI"	"55005"	"Diseases of the circulatory system"	"I00-I99"	174	45244	384.5814	327.4375	441.7253	29.1550
	"Barron County, WI"	"55005"	"Diseases of the respiratory system"	"J00-J98"	47	45244	103.8812	76.3277	138.1402	15.1526
	"Barron County, WI"	"55005"	"Diseases of the digestive system"	"K00-K92"	16	45244	Unreliable	20.2136	57.4287	8.8410
	"Barron County, WI"	"55005"	"External causes of morbidity and mortality"	"V01-Y89"	45	45244	99.4607	72.5476	133.0864	14.8267
	"Bayfield County, WI"	"55007"	"Neoplasms"	"C00-D48"	38	15036	252.7268	178.8446	346.8877	40.9977
	"Bayfield County, WI"	"55007"	"Diseases of the nervous system"	"G00-G98"	16	15036	Unreliable	60.8236	172.8055	26.6028
	"Bayfield County, WI"	"55007"	"Diseases of the circulatory system"	"I00-I99"	45	15036	299.2817	218.2991	400.4629	44.6143
	"Bayfield County, WI"	"55007"	"Diseases of the respiratory system"	"J00-J98"	15	15036	Unreliable	55.8350	164.5401	25.7581
	"Brown County, WI"	"55009"	"Certain infectious and parasitic diseases"	"A00-B99"	38	264542	14.3644	10.1651	19.7164	2.3302
	"Brown County, WI"	"55009"	"Neoplasms"	"C00-D48"	445	264542	168.2153	152.5859	183.8446	7.9742
	"Brown County, WI"	"55009"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	13	264542	Unreliable	2.6166	8.4033	1.3629
	"Brown County, WI"	"55009"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	65	264542	24.5708	18.9632	31.3174	3.0476
	"Brown County, WI"	"55009"	"Mental and behavioural disorders"	"F01-F99"	162	264542	61.2379	51.8078	70.6681	4.8113
	"Brown County, WI"	"55009"	"Diseases of the nervous system"	"G00-G98"	174	264542	65.7741	56.0009	75.5472	4.9863
	"Brown County, WI"	"55009"	"Diseases of the circulatory system"	"I00-I99"	683	264542	258.1821	238.8191	277.5450	9.8791
	"Brown County, WI"	"55009"	"Diseases of the respiratory system"	"J00-J98"	156	264542	58.9698	49.7160	68.2237	4.7214
	"Brown County, WI"	"55009"	"Diseases of the digestive system"	"K00-K92"	71	264542	26.8388	20.9614	33.8534	3.1852
	"Brown County, WI"	"55009"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	10	264542	Unreliable	1.8127	6.9518	1.1954
	"Brown County, WI"	"55009"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	19	264542	Unreliable	4.3242	11.2159	1.6477
	"Brown County, WI"	"55009"	"Diseases of the genitourinary system"	"N00-N98"	58	264542	21.9247	16.6483	28.3427	2.8789
	"Brown County, WI"	"55009"	"Certain conditions originating in the perinatal period"	"P00-P96"	15	264542	Unreliable	3.1735	9.3521	1.4640
	"Brown County, WI"	"55009"	"External causes of morbidity and mortality"	"V01-Y89"	211	264542	79.7605	68.9983	90.5227	5.4909
	"Buffalo County, WI"	"55011"	"Neoplasms"	"C00-D48"	32	13031	245.5683	167.9687	346.6687	43.4107
	"Buffalo County, WI"	"55011"	"Diseases of the circulatory system"	"I00-I99"	49	13031	376.0264	278.1881	497.1257	53.7181
	"Buffalo County, WI"	"55011"	"Diseases of the respiratory system"	"J00-J98"	16	13031	Unreliable	70.1822	199.3941	30.6960
	"Burnett County, WI"	"55013"	"Neoplasms"	"C00-D48"	58	15414	376.2813	285.7254	486.4301	49.4082
