"","Page","Position_Name","Company_Name","Location_Name"
"1",999,"GoodApple","DataAnalyst","ChicagoIL"
"2",999,"PatientIQ","DataAnalyst","ChicagoIL"
"3",999,"fluent360","DataAnalyst","ChicagoIL"
"4",999,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"5",999,"Swoon","DataAnalyst71286","ChicagoIL"
"6",999,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"7",999,"Obie","DataAnalyst","ChicagoIL"
"8",999,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"9",999,"PayPal","DataScientist","ChicagoIL"
"10",999,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"11",999,"KaufmanHall","DataScientist","ChicagoIL"
"12",999,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"13",999,"Morningstar","DevelopmentProgram","ChicagoIL"
"14",999,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"15",999,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"16",999,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"17",999,"Fever","ProjectManager","ChicagoIL"
"18",999,"DoubleGood","HeadofData","ChicagoIL"
"19",999,"Experfy","DataScientist","ChicagoIL"
"20",999,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"21",999,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"22",0,"GoodApple","DataAnalyst","ChicagoIL"
"23",0,"PatientIQ","DataAnalyst","ChicagoIL"
"24",0,"fluent360","DataAnalyst","ChicagoIL"
"25",0,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"26",0,"Swoon","DataAnalyst71286","ChicagoIL"
"27",0,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"28",0,"Obie","DataAnalyst","ChicagoIL"
"29",0,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"30",0,"PayPal","DataScientist","ChicagoIL"
"31",0,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"32",0,"KaufmanHall","DataScientist","ChicagoIL"
"33",0,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"34",0,"Morningstar","DevelopmentProgram","ChicagoIL"
"35",0,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"36",0,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"37",0,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"38",0,"Fever","ProjectManager","ChicagoIL"
"39",0,"DoubleGood","HeadofData","ChicagoIL"
"40",0,"Experfy","DataScientist","ChicagoIL"
"41",0,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"42",0,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"43",1,"GoodApple","DataAnalyst","ChicagoIL"
"44",1,"PatientIQ","DataAnalyst","ChicagoIL"
"45",1,"fluent360","DataAnalyst","ChicagoIL"
"46",1,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"47",1,"Swoon","DataAnalyst71286","ChicagoIL"
"48",1,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"49",1,"Obie","DataAnalyst","ChicagoIL"
"50",1,"PayPal","DataScientist","ChicagoIL"
"51",1,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"52",1,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"53",1,"KaufmanHall","DataScientist","ChicagoIL"
"54",1,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"55",1,"Morningstar","DevelopmentProgram","ChicagoIL"
"56",1,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"57",1,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"58",1,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"59",1,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"60",1,"DoubleGood","HeadofData","ChicagoIL"
"61",1,"Fever","ProjectManager","ChicagoIL"
"62",1,"Experfy","DataScientist","ChicagoIL"
"63",1,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"64",1,"Credico","BusinessIntelligenceAnalyst","ChicagoIL"
"65",1,"Gatesman","DigitalMarketingAnalyst","ChicagoIL"
"66",1,"SynergisticIT","JuniorDataScientistRemote","BuffaloGroveIL"
"67",1,"LaSalleNetwork","EntryLevelDataAnalyst","ChicagoIL"
"68",2,"GoodApple","DataAnalyst","ChicagoIL"
"69",2,"PatientIQ","DataAnalyst","ChicagoIL"
"70",2,"fluent360","DataAnalyst","ChicagoIL"
"71",2,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"72",2,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"73",2,"Swoon","DataAnalyst71286","ChicagoIL"
"74",2,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"75",2,"Obie","DataAnalyst","ChicagoIL"
"76",2,"PayPal","DataScientist","ChicagoIL"
"77",2,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"78",2,"KaufmanHall","DataScientist","ChicagoIL"
"79",2,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"80",2,"Morningstar","DevelopmentProgram","ChicagoIL"
"81",2,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"82",2,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"83",2,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"84",2,"Fever","ProjectManager","ChicagoIL"
"85",2,"DoubleGood","HeadofData","ChicagoIL"
"86",2,"Experfy","DataScientist","ChicagoIL"
"87",2,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"88",2,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"89",2,"Credico","BusinessIntelligenceAnalyst","ChicagoIL"
"90",2,"ProdwareSolutions","DataAnalyst","ChicagoIL"
"91",3,"GoodApple","DataAnalyst","ChicagoIL"
"92",3,"PatientIQ","DataAnalyst","ChicagoIL"
"93",3,"fluent360","DataAnalyst","ChicagoIL"
"94",3,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"95",3,"Swoon","DataAnalyst71286","ChicagoIL"
"96",3,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"97",3,"Obie","DataAnalyst","ChicagoIL"
"98",3,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"99",3,"PayPal","DataScientist","ChicagoIL"
"100",3,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"101",3,"KaufmanHall","DataScientist","ChicagoIL"
"102",3,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"103",3,"Morningstar","DevelopmentProgram","ChicagoIL"
"104",3,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"105",3,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"106",3,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"107",3,"Fever","ProjectManager","ChicagoIL"
"108",3,"DoubleGood","HeadofData","ChicagoIL"
"109",3,"Experfy","DataScientist","ChicagoIL"
"110",3,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"111",3,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"112",4,"GoodApple","DataAnalyst","ChicagoIL"
"113",4,"PatientIQ","DataAnalyst","ChicagoIL"
"114",4,"fluent360","DataAnalyst","ChicagoIL"
"115",4,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"116",4,"Swoon","DataAnalyst71286","ChicagoIL"
"117",4,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"118",4,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"119",4,"Obie","DataAnalyst","ChicagoIL"
"120",4,"PayPal","DataScientist","ChicagoIL"
"121",4,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"122",4,"KaufmanHall","DataScientist","ChicagoIL"
"123",4,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"124",4,"Morningstar","DevelopmentProgram","ChicagoIL"
"125",4,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"126",4,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
