"","Page","Position_Name","Company_Name","Location_Name"
"1",999,"GoodApple","DataAnalyst","ChicagoIL"
"2",999,"PatientIQ","DataAnalyst","ChicagoIL"
"3",999,"fluent360","DataAnalyst","ChicagoIL"
"4",999,"AvisonYoung","DataAnalyst","ChicagoIL"
"5",999,"PayPal","DataScientist","ChicagoIL"
"6",999,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"7",999,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"8",999,"Swoon","DataAnalyst71286","ChicagoIL"
"9",999,"Obie","DataAnalyst","ChicagoIL"
"10",999,"FarmersFridge","DataScientist","ChicagoIL"
"11",999,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"12",999,"TheParkingSpot","DataAnalyst","ChicagoIL"
"13",999,"Mars","MarketingDataAnalyst","ChicagoIL"
"14",999,"KaufmanHall","DataScientist","ChicagoIL"
"15",999,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"16",999,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"17",999,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"18",999,"Morningstar","DevelopmentProgram","ChicagoIL"
"19",999,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"20",999,"Fever","ProjectManager","ChicagoIL"
"21",999,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"22",999,"DoubleGood","HeadofData","ChicagoIL"
"23",999,"Experfy","DataScientist","ChicagoIL"
"24",0,"GoodApple","DataAnalyst","ChicagoIL"
"25",0,"PatientIQ","DataAnalyst","ChicagoIL"
"26",0,"fluent360","DataAnalyst","ChicagoIL"
"27",0,"AvisonYoung","DataAnalyst","ChicagoIL"
"28",0,"PayPal","DataScientist","ChicagoIL"
"29",0,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"30",0,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"31",0,"Swoon","DataAnalyst71286","ChicagoIL"
"32",0,"Obie","DataAnalyst","ChicagoIL"
"33",0,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"34",0,"FarmersFridge","DataScientist","ChicagoIL"
"35",0,"Mars","MarketingDataAnalyst","ChicagoIL"
"36",0,"TheParkingSpot","DataAnalyst","ChicagoIL"
"37",0,"KaufmanHall","DataScientist","ChicagoIL"
"38",0,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"39",0,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"40",0,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"41",0,"Morningstar","DevelopmentProgram","ChicagoIL"
"42",0,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"43",0,"Fever","ProjectManager","ChicagoIL"
"44",0,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"45",0,"DoubleGood","HeadofData","ChicagoIL"
"46",0,"Experfy","DataScientist","ChicagoIL"
"47",0,"Credico","BusinessIntelligenceAnalyst","ChicagoIL"
"48",1,"GoodApple","DataAnalyst","ChicagoIL"
"49",1,"PatientIQ","DataAnalyst","ChicagoIL"
"50",1,"fluent360","DataAnalyst","ChicagoIL"
"51",1,"PayPal","DataScientist","ChicagoIL"
"52",1,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"53",1,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"54",1,"AvisonYoung","DataAnalyst","ChicagoIL"
"55",1,"Swoon","DataAnalyst71286","ChicagoIL"
"56",1,"Obie","DataAnalyst","ChicagoIL"
"57",1,"FarmersFridge","DataScientist","ChicagoIL"
"58",1,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"59",1,"TheParkingSpot","DataAnalyst","ChicagoIL"
"60",1,"Mars","MarketingDataAnalyst","ChicagoIL"
"61",1,"KaufmanHall","DataScientist","ChicagoIL"
"62",1,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"63",1,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"64",1,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"65",1,"Morningstar","DevelopmentProgram","ChicagoIL"
"66",1,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"67",1,"Fever","ProjectManager","ChicagoIL"
"68",1,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"69",1,"DoubleGood","HeadofData","ChicagoIL"
"70",1,"Experfy","DataScientist","ChicagoIL"
"71",1,"Credico","BusinessIntelligenceAnalyst","ChicagoIL"
"72",1,"Pinterest","BusinessAnalystGlobalContentCreators","ChicagoIL"
"73",2,"GoodApple","DataAnalyst","ChicagoIL"
"74",2,"PatientIQ","DataAnalyst","ChicagoIL"
"75",2,"fluent360","DataAnalyst","ChicagoIL"
"76",2,"PayPal","DataScientist","ChicagoIL"
"77",2,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"78",2,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"79",2,"AvisonYoung","DataAnalyst","ChicagoIL"
"80",2,"Swoon","DataAnalyst71286","ChicagoIL"
"81",2,"Obie","DataAnalyst","ChicagoIL"
"82",2,"FarmersFridge","DataScientist","ChicagoIL"
"83",2,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"84",2,"TheParkingSpot","DataAnalyst","ChicagoIL"
"85",2,"Mars","MarketingDataAnalyst","ChicagoIL"
"86",2,"KaufmanHall","DataScientist","ChicagoIL"
"87",2,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"88",2,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"89",2,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"90",2,"Morningstar","DevelopmentProgram","ChicagoIL"
"91",2,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"92",2,"Fever","ProjectManager","ChicagoIL"
"93",2,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"94",2,"DoubleGood","HeadofData","ChicagoIL"
"95",2,"Experfy","DataScientist","ChicagoIL"
"96",2,"Credico","BusinessIntelligenceAnalyst","ChicagoIL"
"97",2,"Pinterest","BusinessAnalystGlobalContentCreators","ChicagoIL"
"98",3,"GoodApple","DataAnalyst","ChicagoIL"
"99",3,"PatientIQ","DataAnalyst","ChicagoIL"
"100",3,"fluent360","DataAnalyst","ChicagoIL"
"101",3,"PayPal","DataScientist","ChicagoIL"
"102",3,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"103",3,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"104",3,"AvisonYoung","DataAnalyst","ChicagoIL"
"105",3,"Swoon","DataAnalyst71286","ChicagoIL"
"106",3,"Obie","DataAnalyst","ChicagoIL"
"107",3,"FarmersFridge","DataScientist","ChicagoIL"
"108",3,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"109",3,"TheParkingSpot","DataAnalyst","ChicagoIL"
"110",3,"Mars","MarketingDataAnalyst","ChicagoIL"
"111",3,"KaufmanHall","DataScientist","ChicagoIL"
"112",3,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"113",3,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"114",3,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"115",3,"Morningstar","DevelopmentProgram","ChicagoIL"
"116",3,"AlliantCreditUnion","DataAnalyst","ChicagoIL"
"117",3,"Fever","ProjectManager","ChicagoIL"
"118",3,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"119",3,"DoubleGood","HeadofData","ChicagoIL"
"120",3,"Experfy","DataScientist","ChicagoIL"
"121",3,"Credico","BusinessIntelligenceAnalyst","ChicagoIL"
"122",3,"Pinterest","BusinessAnalystGlobalContentCreators","ChicagoIL"
"123",4,"GoodApple","DataAnalyst","ChicagoIL"
"124",4,"PatientIQ","DataAnalyst","ChicagoIL"
"125",4,"fluent360","DataAnalyst","ChicagoIL"
"126",4,"AvisonYoung","DataAnalyst","ChicagoIL"
"127",4,"PayPal","DataScientist","ChicagoIL"
"128",4,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"129",4,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"130",4,"Swoon","DataAnalyst71286","ChicagoIL"
"131",4,"Obie","DataAnalyst","ChicagoIL"
"132",4,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"133",4,"FarmersFridge","DataScientist","ChicagoIL"
