"","Page","Position_Name","Company_Name","Location_Name"
"1",999,"PatientIQ","DataAnalyst","ChicagoIL"
"2",999,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"3",999,"ChicagoTeachersPensionFund","DataAnalyst","ChicagoIL"
"4",999,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"5",999,"Swoon","DataAnalyst71286","ChicagoIL"
"6",999,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"7",999,"FarmersFridge","DataScientist","ChicagoIL"
"8",999,"iSpottv","DataAnalyst","ChicagoIL"
"9",999,"AvisonYoung","DataAnalyst","ChicagoIL"
"10",999,"LevelEx","DataAnalyst","ChicagoIL"
"11",999,"UnitedAirlines","InternPeopleAnalyticsSummer2023","ChicagoIL"
"12",999,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"13",999,"Fetch","DataAnalyticsInternshipUIUCCareerFair","ChicagoIL"
"14",999,"SynecticsInc","DataAnalyst","ChicagoIL"
"15",999,"MagnoliaCapital","DataEngineerInternship","ChicagoIL"
"16",999,"FamilyChristian","DataAnalyst","HarveyIL"
"17",999,"PreciseSolutions","DataAnalyst","ChicagoIL"
"18",999,"TheParkingSpot","DataAnalyst","ChicagoIL"
"19",999,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"20",999,"RedwoodLogistics","DataAnalyst","ChicagoIL"
"21",999,"KaufmanHall","DataScientist","ChicagoIL"
"22",999,"UniversityofChicago","DataAnalyst","ChicagoIL"
"23",999,"UniversityofChicago","DataAnalyst","ChicagoIL"
"24",999,"PlanetTechnology","DataAnalyst","ChicagoIL"
"25",999,"Rheaply","DataAnalyst","ChicagoIL"
"26",0,"PatientIQ","DataAnalyst","ChicagoIL"
"27",0,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"28",0,"ChicagoTeachersPensionFund","DataAnalyst","ChicagoIL"
"29",0,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"30",0,"Swoon","DataAnalyst71286","ChicagoIL"
"31",0,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"32",0,"FarmersFridge","DataScientist","ChicagoIL"
"33",0,"iSpottv","DataAnalyst","ChicagoIL"
"34",0,"AvisonYoung","DataAnalyst","ChicagoIL"
"35",0,"LevelEx","DataAnalyst","ChicagoIL"
"36",0,"UnitedAirlines","InternPeopleAnalyticsSummer2023","ChicagoIL"
"37",0,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"38",0,"Fetch","DataAnalyticsInternshipUIUCCareerFair","ChicagoIL"
"39",0,"SynecticsInc","DataAnalyst","ChicagoIL"
"40",0,"MagnoliaCapital","DataEngineerInternship","ChicagoIL"
"41",0,"FamilyChristian","DataAnalyst","HarveyIL"
"42",0,"PreciseSolutions","DataAnalyst","ChicagoIL"
"43",0,"TheParkingSpot","DataAnalyst","ChicagoIL"
"44",0,"StaffingNetworkLLC","EntrylevelVirtualDataEntryAnalystAssistantRemote","ChicagoIL"
"45",0,"RedwoodLogistics","DataAnalyst","ChicagoIL"
"46",0,"KaufmanHall","DataScientist","ChicagoIL"
"47",0,"UniversityofChicago","DataAnalyst","ChicagoIL"
"48",0,"UniversityofChicago","DataAnalyst","ChicagoIL"
"49",0,"PlanetTechnology","DataAnalyst","ChicagoIL"
"50",0,"Rheaply","DataAnalyst","ChicagoIL"
"51",1,"PatientIQ","DataAnalyst","ChicagoIL"
"52",1,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"53",1,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"54",1,"Swoon","DataAnalyst71286","ChicagoIL"
"55",1,"ChicagoTeachersPensionFund","DataAnalyst","ChicagoIL"
"56",1,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"57",1,"FarmersFridge","DataScientist","ChicagoIL"
"58",1,"iSpottv","DataAnalyst","ChicagoIL"
"59",1,"AvisonYoung","DataAnalyst","ChicagoIL"
"60",1,"LevelEx","DataAnalyst","ChicagoIL"
"61",1,"UnitedAirlines","InternPeopleAnalyticsSummer2023","ChicagoIL"
