"","Page","Position_Name","Company_Name","Location_Name"
"1",999,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"2",999,"GoodApple","DataAnalyst","ChicagoIL"
"3",999,"PatientIQ","DataAnalyst","ChicagoIL"
"4",999,"fluent360","DataAnalyst","ChicagoIL"
"5",999,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"6",999,"ReligStaffingInc","DataAnalyst","ChicagoIL"
"7",999,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"8",999,"iSpottv","DataAnalyst","ChicagoIL"
"9",999,"PayPal","DataScientist","ChicagoIL"
"10",999,"LevelEx","DataAnalyst","ChicagoIL"
"11",999,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"12",999,"UnitedAirlines","InternPeopleAnalyticsSummer2023","ChicagoIL"
"13",999,"PreciseSolutions","DataAnalyst","ChicagoIL"
"14",999,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"15",999,"KaufmanHall","DataScientist","ChicagoIL"
"16",999,"FamilyChristian","DataAnalyst","HarveyIL"
"17",999,"PlanetTechnology","DataAnalyst","ChicagoIL"
"18",999,"Fever","ProjectManager","ChicagoIL"
"19",999,"Experfy","DataScientist","ChicagoIL"
"20",999,"DoubleGood","HeadofData","ChicagoIL"
"21",999,"SynergisticIT","JuniorDataScientistRemote","BuffaloGroveIL"
"22",999,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"23",999,"CostcoWholesale","DataScientistDataAnalytics","ChicagoIL"
"24",999,"FarmersFridge","OperationsAnalyst","ChicagoIL"
"25",999,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"26",0,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"27",0,"GoodApple","DataAnalyst","ChicagoIL"
"28",0,"PatientIQ","DataAnalyst","ChicagoIL"
"29",0,"fluent360","DataAnalyst","ChicagoIL"
"30",0,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"31",0,"ReligStaffingInc","DataAnalyst","ChicagoIL"
"32",0,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"33",0,"iSpottv","DataAnalyst","ChicagoIL"
"34",0,"PayPal","DataScientist","ChicagoIL"
"35",0,"LevelEx","DataAnalyst","ChicagoIL"
"36",0,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"37",0,"UnitedAirlines","InternPeopleAnalyticsSummer2023","ChicagoIL"
"38",0,"PreciseSolutions","DataAnalyst","ChicagoIL"
"39",0,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"40",0,"KaufmanHall","DataScientist","ChicagoIL"
"41",0,"FamilyChristian","DataAnalyst","HarveyIL"
"42",0,"PlanetTechnology","DataAnalyst","ChicagoIL"
