"","Page","Position_Name","Company_Name","Location_Name"
"1",999,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"2",999,"GoodApple","DataAnalyst","ChicagoIL"
"3",999,"PatientIQ","DataAnalyst","ChicagoIL"
"4",999,"fluent360","DataAnalyst","ChicagoIL"
"5",999,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"6",999,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"7",999,"iSpottv","DataAnalyst","ChicagoIL"
"8",999,"Fetch","DataAnalyticsInternshipUIUCCareerFair","ChicagoIL"
"9",999,"PayPal","DataScientist","ChicagoIL"
"10",999,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"11",999,"TandymGroup","JuniorDataAnalystPartTime","ChicagoIL"
"12",999,"FamilyChristian","DataAnalyst","HarveyIL"
"13",999,"UniversityofChicago","DataAnalyst","ChicagoIL"
"14",999,"UniversityofChicago","DataAnalyst","ChicagoIL"
"15",999,"KaufmanHall","DataScientist","ChicagoIL"
"16",999,"PlanetTechnology","DataAnalyst","ChicagoIL"
"17",999,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"18",999,"UniversityofChicago","DataAnalyst","ChicagoIL"
"19",999,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"20",999,"DoubleGood","HeadofData","ChicagoIL"
"21",999,"WellBeSeniorMedical","HealthcareDataAnalyst","ChicagoIL"
"22",999,"Fever","ProjectManager","ChicagoIL"
"23",999,"Experfy","DataScientist","ChicagoIL"
"24",999,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"25",999,"SynergisticIT","JuniorDataScientistRemote","BuffaloGroveIL"
"26",0,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"27",0,"GoodApple","DataAnalyst","ChicagoIL"
"28",0,"PatientIQ","DataAnalyst","ChicagoIL"
"29",0,"fluent360","DataAnalyst","ChicagoIL"
"30",0,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"31",0,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"32",0,"iSpottv","DataAnalyst","ChicagoIL"
"33",0,"PayPal","DataScientist","ChicagoIL"
"34",0,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"35",0,"FamilyChristian","DataAnalyst","HarveyIL"
"36",0,"UniversityofChicago","DataAnalyst","ChicagoIL"
"37",0,"UniversityofChicago","DataAnalyst","ChicagoIL"
"38",0,"KaufmanHall","DataScientist","ChicagoIL"
"39",0,"PlanetTechnology","DataAnalyst","ChicagoIL"
"40",0,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"41",0,"TandymGroup","JuniorDataAnalystPartTime","ChicagoIL"
"42",0,"UniversityofChicago","DataAnalyst","ChicagoIL"
