"","Page","Position_Name","Company_Name","Location_Name"
"1",999,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"2",999,"GoodApple","DataAnalyst","ChicagoIL"
"3",999,"PatientIQ","DataAnalyst","ChicagoIL"
"4",999,"fluent360","DataAnalyst","ChicagoIL"
"5",999,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"6",999,"Obie","DataAnalyst","ChicagoIL"
"7",999,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"8",999,"PayPal","DataScientist","ChicagoIL"
"9",999,"Rheaply","DataAnalyst","ChicagoIL"
"10",999,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"11",999,"FamilyChristian","DataAnalyst","HarveyIL"
"12",999,"KaufmanHall","DataScientist","ChicagoIL"
"13",999,"PlanetTechnology","DataAnalyst","ChicagoIL"
"14",999,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"15",999,"tastylive","MarketingDataAnalyst","ChicagoIL"
"16",999,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"17",999,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
"18",999,"DoubleGood","HeadofData","ChicagoIL"
"19",999,"Experfy","DataScientist","ChicagoIL"
"20",999,"TrifectSolutions","DataAnalyst","ParkRidgeIL"
"21",999,"TheIntelligenceExchange","BusinessAnalystDataScience","EvanstonIL"
"22",999,"Fever","ProjectManager","ChicagoIL"
"23",999,"SynergisticIT","JuniorDataScientistRemote","BuffaloGroveIL"
"24",999,"Gatesman","DigitalMarketingAnalyst","ChicagoIL"
"25",999,"Uber","InvestigativeAssistant","ChicagoIL"
"26",0,"TheFieldMuseum","DataAnalyst","ChicagoIL"
"27",0,"GoodApple","DataAnalyst","ChicagoIL"
"28",0,"PatientIQ","DataAnalyst","ChicagoIL"
"29",0,"fluent360","DataAnalyst","ChicagoIL"
"30",0,"StrikeSocial","DataScientistDataAnalyst","ChicagoIL"
"31",0,"Obie","DataAnalyst","ChicagoIL"
"32",0,"VitalityGroupInc","DataVisualizationAnalyst","ChicagoIL"
"33",0,"PayPal","DataScientist","ChicagoIL"
"34",0,"Rheaply","DataAnalyst","ChicagoIL"
"35",0,"fairlifeLLC","AnalystDataDecisionIntelligence","ChicagoIL"
"36",0,"FamilyChristian","DataAnalyst","HarveyIL"
"37",0,"KaufmanHall","DataScientist","ChicagoIL"
"38",0,"PlanetTechnology","DataAnalyst","ChicagoIL"
"39",0,"BoschUSA","DigitalMarketingAnalyst","MountProspectIL"
"40",0,"tastylive","MarketingDataAnalyst","ChicagoIL"
"41",0,"ChicagoHousingAuthority","PlanningAnalystI","ChicagoIL"
"42",0,"ChicagoBulls","AnalyticsEngineerBusinessStrategyAnalytics","ChicagoIL"
